Elevation,Slope,Bulk Density,Clay Particles,Total Nitrogen,Soil pH,Sand Particle,Silt Particles,Organic Carbon Stocks,Drought (mean),Drought (max),Drought (min),LST,Humidity,Precipitation (mean),Precipitation (max),Precipitation (min),NDVI,EVI,FPAR,GPP
405,11.504140705427991,132,371,1065,56,282,347,60,-229.45833333333334,781,-1111,32.35287553648067,0.014364521019160748,95.15277777777777,277,3,0.571995652173913,3671.3985507246375,42.57818181818182,0.034096014492753624
260,4.674085589529888,134,230,911,57,592,178,32,-431.3333333333333,600,-1265,31.956138613861413,0.01320286188274622,100.27777777777777,351,0,0.5002942028985508,3219.7028985507245,41.51005484460695,0.02032246376811594
349,2.5126621183107134,150,234,656,50,214,551,40,321.77777777777777,700,-299,19.085648854961846,0.00834436435252428,101.01388888888889,269,19,0.6580869565217391,3663.804347826087,55.36909090909091,0.035615942028985506
125,0.0,148,275,896,59,492,233,36,444.0138888888889,2188,-688,33.37447852760738,0.01552604790776968,128.38888888888889,453,3,0.5207760869565218,3075.768115942029,37.88,0.0197481884057971
991,2.0928419826908935,147,220,600,61,601,179,34,114.08333333333333,1279,-540,32.15050583657586,0.010059342719614506,72.98611111111111,461,0,0.43492408759124096,2686.6569343065694,40.38025594149909,0.030717753623188408
428,2.9356087175391177,158,317,451,61,377,306,26,-522.0,71,-950,35.992741312741316,0.010734609328210354,57.958333333333336,300,0,0.46079565217391305,2751.8623188405795,36.550274223034734,0.011605797101449275
127,0.9274099368729609,140,305,900,60,296,399,44,-294.56944444444446,500,-680,34.367373737373725,0.015581496059894562,84.05555555555556,366,0,0.45919562043795625,2819.072463768116,35.28856624319419,0.02374130434782609
1326,1.4629120436569538,160,268,713,79,537,196,24,-53.583333333333336,539,-532,29.00432234432236,0.005728844087570906,29.583333333333332,124,0,0.24723115942028986,1467.123188405797,18.236363636363638,0.006969202898550725
196,12.10489807951886,156,230,759,61,54,717,40,235.5,670,-246,19.50367187500001,0.008137321099638939,94.40277777777777,228,19,0.6491485507246377,3854.8478260869565,58.70545454545454,0.03325507246376812
1004,0.9274099368611016,156,353,1183,77,270,377,44,7.902777777777778,457,-389,28.520888888888862,0.006706723477691412,42.236111111111114,174,1,0.3183768115942029,1839.5144927536232,24.51818181818182,0.010210144927536231
1809,1.3270054841640067,132,605,1288,68,112,283,53,-202.70833333333334,220,-853,33.84237037037036,0.009537765756249428,88.52777777777777,385,0,0.4104014492753623,1757.3623188405797,29.86471663619744,0.018481159420289855
1551,2.9346081453924917,127,226,688,54,630,144,35,-235.70833333333334,298,-650,26.920000000000016,0.01005600206553936,104.33333333333333,279,0,0.6187652173913043,3362.2391304347825,44.31261425959781,0.03171811594202899
236,7.2976785664311485,160,235,737,57,337,428,39,182.63888888888889,663,-310,22.81363295880152,0.009246621280908585,101.31944444444444,324,16,0.6421528985507247,3669.949275362319,48.22727272727273,0.027057246376811596
269,42.91699939439484,106,222,3644,50,493,285,108,-92.94444444444444,430,-510,11.381122448979568,0.005812319461256266,112.79166666666667,241,49,0.5727608695652174,3575.3478260869565,40.36,0.03533659420289855
405,0.0,148,227,665,65,621,152,25,99.02777777777777,860,-500,36.03699604743082,0.00880382489413023,56.43055555555556,369,0,0.30974710144927536,2388.3115942028985,24.822669104204753,0.006429347826086957
221,2.1659900879230674,155,297,829,56,294,408,43,134.80555555555554,670,-582,23.202255639097757,0.009396313689649105,126.04166666666667,306,3,0.556036231884058,3315.0289855072465,44.29272727272727,0.025600724637681163
274,3.0262039458885504,153,303,897,53,175,522,50,318.5138888888889,840,-291,18.87743999999998,0.0075777554884552956,99.15277777777777,197,26,0.6425869565217391,3978.6159420289855,54.79636363636364,0.03151630434782609
405,10.541274856555448,135,286,3282,69,392,322,51,223.75,828,-345,6.055348837209294,0.004230666905641556,42.888888888888886,164,4,0.40395000000000003,2276.108695652174,34.50363636363636,0.019782971014492754
262,26.767774465313554,132,304,1259,60,369,327,45,30.208333333333332,467,-353,31.897962962962936,0.013797596096992493,139.83333333333334,566,0,0.6378289855072464,4038.6884057971015,48.85662431941924,0.027783695652173913
153,36.33932473630738,115,358,1482,53,236,407,73,140.69444444444446,499,-208,20.696190476190452,0.010784223675727844,221.44444444444446,817,51,0.8240333333333334,4862.963768115942,74.78102189781022,0.059721014492753625
701,0.0,139,256,1802,77,340,405,47,-400.875,-80,-769,13.548931297709942,0.003659698413684964,19.208333333333332,104,0,0.21701739130434786,1203.876811594203,16.909255898366606,0.0074054347826086955
1614,11.300863950336021,120,202,1277,65,378,420,51,-135.38888888888889,380,-423,13.876525096525143,0.004313706886023283,27.40277777777778,88,2,0.4937452554744526,2788.5036496350367,43.512727272727275,0.018195652173913043
354,1.9558300055320823,141,343,835,57,509,148,41,-16.194444444444443,600,-590,29.879836065573784,0.012161179445683956,68.63888888888889,216,3,0.7329594202898552,4545.695652173913,59.72958257713248,0.03177355072463768
331,18.740157461529037,153,271,1054,55,424,304,46,3.4722222222222223,660,-664,21.103777777777793,0.009056058712303638,126.90277777777777,289,19,0.6761144927536232,3873.782608695652,54.276363636363634,0.03556231884057971
2831,5.385359788679504,126,215,1944,61,525,260,59,59.25,477,-630,22.70715867158674,0.007319949567317963,88.02777777777777,289,0,0.4848471014492754,2788.057971014493,39.36,0.03158442028985508
607,4.04717186027864,143,326,1118,62,497,176,44,-149.66666666666666,310,-456,33.7923308270677,0.012171491980552673,109.0,542,0,0.4193666666666667,2164.4347826086955,35.35831809872029,0.02353949275362319
265,1.427523011663962,136,111,276,64,816,73,43,-140.125,319,-464,29.521021897810215,0.006930506322532892,34.81944444444444,122,0,0.4014630434782609,2493.1884057971015,36.865209471766846,0.01895471014492754
5736,15.687204443782589,127,153,1663,78,589,258,50,3.0972222222222223,446,-418,6.370610687022918,0.0029781621415168047,14.36111111111111,64,0,0.07355579710144927,556.8478260869565,6.092558983666062,7.141304347826087E-4
518,29.64992119083134,136,286,1034,68,401,312,41,-186.88888888888889,464,-536,22.21257352941177,0.006909196265041828,49.763888888888886,156,3,0.5091601449275363,2443.9202898550725,37.85480943738657,0.026390579710144926
119,0.0,141,258,2645,71,309,433,63,-468.40277777777777,320,-1042,16.23439330543937,0.005441751796752214,43.833333333333336,131,5,0.4404246376811594,2627.6884057971015,34.30671506352087,0.019277898550724638
1706,0.0,142,191,952,82,435,374,33,26.01388888888889,797,-540,35.59277372262778,0.008556714281439781,26.23611111111111,131,0,0.2976695652173913,1910.1304347826087,22.35272727272727,0.012093478260869567
384,1.3948178767681725,154,305,613,76,402,293,24,45.55555555555556,590,-278,36.77368421052631,0.008582530543208122,39.166666666666664,297,0,0.2649384057971015,1839.2826086956522,21.938294010889294,0.007618115942028986
129,2.3742846922199257,134,299,2306,62,290,411,57,-376.5,310,-803,14.805169491525419,0.00536680780351162,45.513888888888886,139,5,0.47540072463768124,2899.3478260869565,37.02177858439202,0.021756884057971018
189,1.854334168853263,155,255,799,80,319,426,26,163.54166666666666,623,-230,28.903524904214578,0.008352695032954216,32.15277777777778,167,0,0.5089311594202899,2999.246376811594,45.06896551724138,0.011744927536231886
1227,0.9274099368611016,134,214,1921,74,389,397,68,-401.4583333333333,-118,-867,11.696436363636337,0.003517966950312257,24.84722222222222,138,0,0.2726804347826087,1609.8333333333333,21.471869328493646,0.009778260869565217
